id,left_id,right_id,label,left_name,left_description,left_price,right_name,right_description,right_price
1714,961,101,0,canon printer gray ink cartridge cli221gry,"canon printer gray ink cartridge cli221gry fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cl-52 photo ink cartridge for pixma ip6210d and pixma ip6220d printers 0619b002,color,18.16
1715,433,101,0,canon red photo ink cartridge cli8r,canon red photo ink cartridge cli8r fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,canon cl-52 photo ink cartridge for pixma ip6210d and pixma ip6220d printers 0619b002,color,18.16
1716,110,101,1,canon photo ink cartridge cl52,canon photo ink cartridge cl52 compatible with pixma ip6210d and ip6220d printers,25.0,canon cl-52 photo ink cartridge for pixma ip6210d and pixma ip6220d printers 0619b002,color,18.16
1717,962,101,0,canon printer yellow ink cartridge cli221yel,"canon printer yellow ink cartridge cli221yel fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cl-52 photo ink cartridge for pixma ip6210d and pixma ip6220d printers 0619b002,color,18.16
1718,964,101,0,canon pixma photo all-in-one printer mp480,"canon pixma photo all-in-one printer mp480 high performance printer , copier and scanner 1.8 ' tft display maximum 2400 x 4800 color dpi smart scanning quick start built-in media card slot energy star qualified",99.0,canon cl-52 photo ink cartridge for pixma ip6210d and pixma ip6220d printers 0619b002,color,18.16
1719,926,101,0,canon pixma black photo printer ip4600,canon pixma black photo printer ip4600 premium printer with individual ink tanks and built-in auto duplex print 4 ' x 6 ' photo in 20 seconds dual paper trays maximum 9600 x 2400 color dpi automatic image optimization energy star qualified black finish,99.0,canon cl-52 photo ink cartridge for pixma ip6210d and pixma ip6220d printers 0619b002,color,18.16
1720,93,101,0,canon cyan photo ink cartridge cyan cli8pc,canon cyan photo ink cartridge cli8pc compatible with the pixma ip6600d printer,16.0,canon cl-52 photo ink cartridge for pixma ip6210d and pixma ip6220d printers 0619b002,color,18.16
1721,434,101,0,canon black photo ink cartridge cli8b,canon black photo ink cartridge cli8b fine technology for exceptional sharpness & detail compatible with canon pixma printers,16.0,canon cl-52 photo ink cartridge for pixma ip6210d and pixma ip6220d printers 0619b002,color,18.16
1722,109,86,0,canon high capacity color ink cartridge color ink cl51,"canon high capacity color ink cartridge cl51 compatible with pixma ip6210d , ip6220d , mp150 , mp170 and mp450 printers",35.0,canon cli-8c ink cartridge 0621b002,cyan,13.99
1723,963,86,0,canon printer ink cartridge 4 colors pack 2946b004,"canon printer ink cartridge 4 colors pack 2946b004 fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980 includes 4 ink tanks ( black , cyan , magenta , yellow )",47.0,canon cli-8c ink cartridge 0621b002,cyan,13.99
1724,94,86,0,canon magenta photo ink cartridge magenta cli8pm,canon magenta photo ink cartridge cli8pm compatible with the pixma ip6600d printer,16.0,canon cli-8c ink cartridge 0621b002,cyan,13.99
1725,961,86,0,canon printer gray ink cartridge cli221gry,"canon printer gray ink cartridge cli221gry fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-8c ink cartridge 0621b002,cyan,13.99
1726,960,86,0,canon printer black ink cartridge cli221blk,"canon printer black ink cartridge cli221blk fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-8c ink cartridge 0621b002,cyan,13.99
1727,198,86,0,canon pgi-5bk black ink tank cartridge pgi5bk,canon pgi-5bk black ink tank cartridge pgi5bk smudge resistant resists smearing caused by highlighters smudge resistant pigment ink formulation for long lasting prints,16.0,canon cli-8c ink cartridge 0621b002,cyan,13.99
1728,962,86,0,canon printer yellow ink cartridge cli221yel,"canon printer yellow ink cartridge cli221yel fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-8c ink cartridge 0621b002,cyan,13.99
1729,90,86,0,canon color ink tank cl41cl,"canon color ink tank cl41cl compatible with the pixma ip1600 , mp170 printers",24.0,canon cli-8c ink cartridge 0621b002,cyan,13.99
1730,96,86,0,canon black ink cartridge black pg40bk,"canon black ink cartridge pg40bk compatible with the pixma ip1600 , mp170 printers",19.0,canon cli-8c ink cartridge 0621b002,cyan,13.99
1731,292,86,0,canon black ink cartridge pg50,canon black ink cartridge pg50 pigment ink formulation for long lasting prints resists smearing caused by highlighters smudge resistant ink remaining notification technology crisp laser text-quality text black ink,29.0,canon cli-8c ink cartridge 0621b002,cyan,13.99
1732,109,963,0,canon high capacity color ink cartridge color ink cl51,"canon high capacity color ink cartridge cl51 compatible with pixma ip6210d , ip6220d , mp150 , mp170 and mp450 printers",35.0,canon cli-221 black ink cartridge 2946b001,black,11.99
1733,963,963,0,canon printer ink cartridge 4 colors pack 2946b004,"canon printer ink cartridge 4 colors pack 2946b004 fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980 includes 4 ink tanks ( black , cyan , magenta , yellow )",47.0,canon cli-221 black ink cartridge 2946b001,black,11.99
1734,432,963,0,canon green photo ink cartridge cli8g,canon green photo ink cartridge cli8g fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,canon cli-221 black ink cartridge 2946b001,black,11.99
1735,1039,963,0,canon printer color ink cartridge cl211,"canon printer color ink cartridge cl211 fine technology for exceptional sharpness and detail new inks improve coloring , color gamut , and color fastness compatible with pixma mp480",20.99,canon cli-221 black ink cartridge 2946b001,black,11.99
1736,793,963,0,canon deluxe soft black camera case 0716b001,canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish,,canon cli-221 black ink cartridge 2946b001,black,11.99
1737,94,963,0,canon magenta photo ink cartridge magenta cli8pm,canon magenta photo ink cartridge cli8pm compatible with the pixma ip6600d printer,16.0,canon cli-221 black ink cartridge 2946b001,black,11.99
1738,961,963,0,canon printer gray ink cartridge cli221gry,"canon printer gray ink cartridge cli221gry fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-221 black ink cartridge 2946b001,black,11.99
1739,198,963,0,canon pgi-5bk black ink tank cartridge pgi5bk,canon pgi-5bk black ink tank cartridge pgi5bk smudge resistant resists smearing caused by highlighters smudge resistant pigment ink formulation for long lasting prints,16.0,canon cli-221 black ink cartridge 2946b001,black,11.99
1740,433,963,0,canon red photo ink cartridge cli8r,canon red photo ink cartridge cli8r fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,canon cli-221 black ink cartridge 2946b001,black,11.99
1741,978,963,0,canon black leather case 3528b001,canon psc-4000 black leather case 3528b001 genuine leather case designed for the powershot sx10 is black finish,,canon cli-221 black ink cartridge 2946b001,black,11.99
1742,273,963,0,canon 580exii speedlite in black 1946b002,canon 580exii speedlite in black 1946b002 newly designed to match with the eos-1d mark iii approx. 20 % faster recycling time compared to 580ex black finish,,canon cli-221 black ink cartridge 2946b001,black,11.99
1743,110,963,0,canon photo ink cartridge cl52,canon photo ink cartridge cl52 compatible with pixma ip6210d and ip6220d printers,25.0,canon cli-221 black ink cartridge 2946b001,black,11.99
1744,962,963,0,canon printer yellow ink cartridge cli221yel,"canon printer yellow ink cartridge cli221yel fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-221 black ink cartridge 2946b001,black,11.99
1745,96,963,0,canon black ink cartridge black pg40bk,"canon black ink cartridge pg40bk compatible with the pixma ip1600 , mp170 printers",19.0,canon cli-221 black ink cartridge 2946b001,black,11.99
1746,292,963,0,canon black ink cartridge pg50,canon black ink cartridge pg50 pigment ink formulation for long lasting prints resists smearing caused by highlighters smudge resistant ink remaining notification technology crisp laser text-quality text black ink,29.0,canon cli-221 black ink cartridge 2946b001,black,11.99
1747,93,963,0,canon cyan photo ink cartridge cyan cli8pc,canon cyan photo ink cartridge cli8pc compatible with the pixma ip6600d printer,16.0,canon cli-221 black ink cartridge 2946b001,black,11.99
1748,434,963,0,canon black photo ink cartridge cli8b,canon black photo ink cartridge cli8b fine technology for exceptional sharpness & detail compatible with canon pixma printers,16.0,canon cli-221 black ink cartridge 2946b001,black,11.99
1749,109,964,0,canon high capacity color ink cartridge color ink cl51,"canon high capacity color ink cartridge cl51 compatible with pixma ip6210d , ip6220d , mp150 , mp170 and mp450 printers",35.0,canon cli-221 gray ink cartridge 2950b001,gray,11.99
1750,963,964,0,canon printer ink cartridge 4 colors pack 2946b004,"canon printer ink cartridge 4 colors pack 2946b004 fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980 includes 4 ink tanks ( black , cyan , magenta , yellow )",47.0,canon cli-221 gray ink cartridge 2950b001,gray,11.99
1751,432,964,0,canon green photo ink cartridge cli8g,canon green photo ink cartridge cli8g fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,canon cli-221 gray ink cartridge 2950b001,gray,11.99
1752,198,964,0,canon pgi-5bk black ink tank cartridge pgi5bk,canon pgi-5bk black ink tank cartridge pgi5bk smudge resistant resists smearing caused by highlighters smudge resistant pigment ink formulation for long lasting prints,16.0,canon cli-221 gray ink cartridge 2950b001,gray,11.99
1753,433,964,0,canon red photo ink cartridge cli8r,canon red photo ink cartridge cli8r fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,canon cli-221 gray ink cartridge 2950b001,gray,11.99
1754,667,964,0,canon pg-40 black ink cartridge twin pack pg40tbk,"canon pg-40 black ink cartridge twin pack pg40tbk compatible with canon fax-jx200 , pixma ip1600 , pixma ip1700 , pixma ip6000d , pixma mp150 , pixma mp160 , pixma mp170 , pixma mp180 , pixma mp450 , pixma mp460 black ink",,canon cli-221 gray ink cartridge 2950b001,gray,11.99
1755,110,964,0,canon photo ink cartridge cl52,canon photo ink cartridge cl52 compatible with pixma ip6210d and ip6220d printers,25.0,canon cli-221 gray ink cartridge 2950b001,gray,11.99
1756,962,964,0,canon printer yellow ink cartridge cli221yel,"canon printer yellow ink cartridge cli221yel fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-221 gray ink cartridge 2950b001,gray,11.99
1757,90,964,0,canon color ink tank cl41cl,"canon color ink tank cl41cl compatible with the pixma ip1600 , mp170 printers",24.0,canon cli-221 gray ink cartridge 2950b001,gray,11.99
1758,292,964,0,canon black ink cartridge pg50,canon black ink cartridge pg50 pigment ink formulation for long lasting prints resists smearing caused by highlighters smudge resistant ink remaining notification technology crisp laser text-quality text black ink,29.0,canon cli-221 gray ink cartridge 2950b001,gray,11.99
1759,434,964,0,canon black photo ink cartridge cli8b,canon black photo ink cartridge cli8b fine technology for exceptional sharpness & detail compatible with canon pixma printers,16.0,canon cli-221 gray ink cartridge 2950b001,gray,11.99
1760,109,88,0,canon high capacity color ink cartridge color ink cl51,"canon high capacity color ink cartridge cl51 compatible with pixma ip6210d , ip6220d , mp150 , mp170 and mp450 printers",35.0,canon black ink cartridge 0615b002,black,
1761,963,88,0,canon printer ink cartridge 4 colors pack 2946b004,"canon printer ink cartridge 4 colors pack 2946b004 fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980 includes 4 ink tanks ( black , cyan , magenta , yellow )",47.0,canon black ink cartridge 0615b002,black,
1762,1039,88,0,canon printer color ink cartridge cl211,"canon printer color ink cartridge cl211 fine technology for exceptional sharpness and detail new inks improve coloring , color gamut , and color fastness compatible with pixma mp480",20.99,canon black ink cartridge 0615b002,black,
1763,95,88,0,canon yellow ink cartridge yellow cli8y,"canon yellow ink cartridge cli8y compatible with the pixma ip4200 , ip5200 , ip5200r , ip6600d , mp500 , mp800 printers",16.0,canon black ink cartridge 0615b002,black,
1764,961,88,0,canon printer gray ink cartridge cli221gry,"canon printer gray ink cartridge cli221gry fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon black ink cartridge 0615b002,black,
1765,663,88,0,canon bci-6 multipack ink tanks 4705a018,"canon bci-6 multipack ink tanks 4705a018 includes 1 black , 1 magneta , 1 light magenta , 1 cyan , 1 light cyan , and 1 yellow cartridge bci-6 color inkjet cartridge for canon i9900 & pixma ip8500 series printers",,canon black ink cartridge 0615b002,black,
1766,198,88,0,canon pgi-5bk black ink tank cartridge pgi5bk,canon pgi-5bk black ink tank cartridge pgi5bk smudge resistant resists smearing caused by highlighters smudge resistant pigment ink formulation for long lasting prints,16.0,canon black ink cartridge 0615b002,black,
1767,1009,88,0,canon black bp-808 camcorder battery pack 2740b002,"canon black bp-808 camcorder battery pack 2740b002 compatible with dual flash memory , flash memory and hard disk drive camcorders black finish",,canon black ink cartridge 0615b002,black,
1768,978,88,0,canon black leather case 3528b001,canon psc-4000 black leather case 3528b001 genuine leather case designed for the powershot sx10 is black finish,,canon black ink cartridge 0615b002,black,
1769,962,88,0,canon printer yellow ink cartridge cli221yel,"canon printer yellow ink cartridge cli221yel fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon black ink cartridge 0615b002,black,
1770,96,88,1,canon black ink cartridge black pg40bk,"canon black ink cartridge pg40bk compatible with the pixma ip1600 , mp170 printers",19.0,canon black ink cartridge 0615b002,black,
1771,799,88,0,canon black leather camera case 1588b001,canon black leather camera case 1588b001 compatible with canon digital elph cameras protects your camera from dust and scratches wrist strap for easy portability black finish,,canon black ink cartridge 0615b002,black,
1772,93,88,0,canon cyan photo ink cartridge cyan cli8pc,canon cyan photo ink cartridge cli8pc compatible with the pixma ip6600d printer,16.0,canon black ink cartridge 0615b002,black,
1773,434,88,0,canon black photo ink cartridge cli8b,canon black photo ink cartridge cli8b fine technology for exceptional sharpness & detail compatible with canon pixma printers,16.0,canon black ink cartridge 0615b002,black,
1774,109,939,0,canon high capacity color ink cartridge color ink cl51,"canon high capacity color ink cartridge cl51 compatible with pixma ip6210d , ip6220d , mp150 , mp170 and mp450 printers",35.0,canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001,"cyan , magenta , yellow",19.37
1775,432,939,0,canon green photo ink cartridge cli8g,canon green photo ink cartridge cli8g fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001,"cyan , magenta , yellow",19.37
1776,94,939,0,canon magenta photo ink cartridge magenta cli8pm,canon magenta photo ink cartridge cli8pm compatible with the pixma ip6600d printer,16.0,canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001,"cyan , magenta , yellow",19.37
1777,95,939,0,canon yellow ink cartridge yellow cli8y,"canon yellow ink cartridge cli8y compatible with the pixma ip4200 , ip5200 , ip5200r , ip6600d , mp500 , mp800 printers",16.0,canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001,"cyan , magenta , yellow",19.37
1778,961,939,0,canon printer gray ink cartridge cli221gry,"canon printer gray ink cartridge cli221gry fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001,"cyan , magenta , yellow",19.37
1779,890,939,0,canon pixma ip2600 photo printer ip2600,"canon pixma photo printer ip2600 4800 x 1200 color dpi spectacular resolution fast photo printing fine technology 1,472 precision nozzles auto image fix easy-photoprint ex software 4 in 1 or 2 in 1 printing energy star qualified borderless 4 ' x 6 ' print approx. 55 seconds windows and mac compatible",49.0,canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001,"cyan , magenta , yellow",19.37
1780,110,939,0,canon photo ink cartridge cl52,canon photo ink cartridge cl52 compatible with pixma ip6210d and ip6220d printers,25.0,canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001,"cyan , magenta , yellow",19.37
1781,962,939,0,canon printer yellow ink cartridge cli221yel,"canon printer yellow ink cartridge cli221yel fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001,"cyan , magenta , yellow",19.37
1782,964,939,0,canon pixma photo all-in-one printer mp480,"canon pixma photo all-in-one printer mp480 high performance printer , copier and scanner 1.8 ' tft display maximum 2400 x 4800 color dpi smart scanning quick start built-in media card slot energy star qualified",99.0,canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001,"cyan , magenta , yellow",19.37
1783,96,939,0,canon black ink cartridge black pg40bk,"canon black ink cartridge pg40bk compatible with the pixma ip1600 , mp170 printers",19.0,canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001,"cyan , magenta , yellow",19.37
1784,434,939,0,canon black photo ink cartridge cli8b,canon black photo ink cartridge cli8b fine technology for exceptional sharpness & detail compatible with canon pixma printers,16.0,canon cl-211 color ink cartridge for pixma mp240 and mp480 printers 2976b001,"cyan , magenta , yellow",19.37
1785,109,97,0,canon high capacity color ink cartridge color ink cl51,"canon high capacity color ink cartridge cl51 compatible with pixma ip6210d , ip6220d , mp150 , mp170 and mp450 printers",35.0,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1786,963,97,0,canon printer ink cartridge 4 colors pack 2946b004,"canon printer ink cartridge 4 colors pack 2946b004 fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980 includes 4 ink tanks ( black , cyan , magenta , yellow )",47.0,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1787,432,97,0,canon green photo ink cartridge cli8g,canon green photo ink cartridge cli8g fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1788,1039,97,0,canon printer color ink cartridge cl211,"canon printer color ink cartridge cl211 fine technology for exceptional sharpness and detail new inks improve coloring , color gamut , and color fastness compatible with pixma mp480",20.99,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1789,94,97,0,canon magenta photo ink cartridge magenta cli8pm,canon magenta photo ink cartridge cli8pm compatible with the pixma ip6600d printer,16.0,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1790,95,97,0,canon yellow ink cartridge yellow cli8y,"canon yellow ink cartridge cli8y compatible with the pixma ip4200 , ip5200 , ip5200r , ip6600d , mp500 , mp800 printers",16.0,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1791,960,97,0,canon printer black ink cartridge cli221blk,"canon printer black ink cartridge cli221blk fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1792,667,97,0,canon pg-40 black ink cartridge twin pack pg40tbk,"canon pg-40 black ink cartridge twin pack pg40tbk compatible with canon fax-jx200 , pixma ip1600 , pixma ip1700 , pixma ip6000d , pixma mp150 , pixma mp160 , pixma mp170 , pixma mp180 , pixma mp450 , pixma mp460 black ink",,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1793,962,97,0,canon printer yellow ink cartridge cli221yel,"canon printer yellow ink cartridge cli221yel fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1794,292,97,0,canon black ink cartridge pg50,canon black ink cartridge pg50 pigment ink formulation for long lasting prints resists smearing caused by highlighters smudge resistant ink remaining notification technology crisp laser text-quality text black ink,29.0,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1795,93,97,1,canon cyan photo ink cartridge cyan cli8pc,canon cyan photo ink cartridge cli8pc compatible with the pixma ip6600d printer,16.0,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1796,434,97,0,canon black photo ink cartridge cli8b,canon black photo ink cartridge cli8b fine technology for exceptional sharpness & detail compatible with canon pixma printers,16.0,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1797,91,97,0,canon cyan ink tank cyan cli8c,"canon cyan ink tank cli8c compatible with the pixma ip4200 , ip5200 , ip5200r , ip6600d , mp500 , mp800 printers",16.0,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99
1798,109,85,0,canon high capacity color ink cartridge color ink cl51,"canon high capacity color ink cartridge cl51 compatible with pixma ip6210d , ip6220d , mp150 , mp170 and mp450 printers",35.0,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99
1799,432,85,0,canon green photo ink cartridge cli8g,canon green photo ink cartridge cli8g fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99
1800,95,85,0,canon yellow ink cartridge yellow cli8y,"canon yellow ink cartridge cli8y compatible with the pixma ip4200 , ip5200 , ip5200r , ip6600d , mp500 , mp800 printers",16.0,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99
1801,960,85,0,canon printer black ink cartridge cli221blk,"canon printer black ink cartridge cli221blk fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99
1802,433,85,0,canon red photo ink cartridge cli8r,canon red photo ink cartridge cli8r fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99
1803,110,85,0,canon photo ink cartridge cl52,canon photo ink cartridge cl52 compatible with pixma ip6210d and ip6220d printers,25.0,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99
1804,962,85,0,canon printer yellow ink cartridge cli221yel,"canon printer yellow ink cartridge cli221yel fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99
1805,926,85,0,canon pixma black photo printer ip4600,canon pixma black photo printer ip4600 premium printer with individual ink tanks and built-in auto duplex print 4 ' x 6 ' photo in 20 seconds dual paper trays maximum 9600 x 2400 color dpi automatic image optimization energy star qualified black finish,99.0,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99
1806,292,85,0,canon black ink cartridge pg50,canon black ink cartridge pg50 pigment ink formulation for long lasting prints resists smearing caused by highlighters smudge resistant ink remaining notification technology crisp laser text-quality text black ink,29.0,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99
1807,93,85,0,canon cyan photo ink cartridge cyan cli8pc,canon cyan photo ink cartridge cli8pc compatible with the pixma ip6600d printer,16.0,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99
1808,434,85,1,canon black photo ink cartridge cli8b,canon black photo ink cartridge cli8b fine technology for exceptional sharpness & detail compatible with canon pixma printers,16.0,"canon ink cartridge for pixma ip4200 , ip5200 , ip5200r and ip6600d printers 0620b002",black,13.99
1809,109,83,0,canon high capacity color ink cartridge color ink cl51,"canon high capacity color ink cartridge cl51 compatible with pixma ip6210d , ip6220d , mp150 , mp170 and mp450 printers",35.0,canon cli-8m ink cartridge 0622b002,magenta,10.35
1810,94,83,0,canon magenta photo ink cartridge magenta cli8pm,canon magenta photo ink cartridge cli8pm compatible with the pixma ip6600d printer,16.0,canon cli-8m ink cartridge 0622b002,magenta,10.35
1811,95,83,0,canon yellow ink cartridge yellow cli8y,"canon yellow ink cartridge cli8y compatible with the pixma ip4200 , ip5200 , ip5200r , ip6600d , mp500 , mp800 printers",16.0,canon cli-8m ink cartridge 0622b002,magenta,10.35
1812,961,83,0,canon printer gray ink cartridge cli221gry,"canon printer gray ink cartridge cli221gry fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-8m ink cartridge 0622b002,magenta,10.35
1813,960,83,0,canon printer black ink cartridge cli221blk,"canon printer black ink cartridge cli221blk fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-8m ink cartridge 0622b002,magenta,10.35
1814,667,83,0,canon pg-40 black ink cartridge twin pack pg40tbk,"canon pg-40 black ink cartridge twin pack pg40tbk compatible with canon fax-jx200 , pixma ip1600 , pixma ip1700 , pixma ip6000d , pixma mp150 , pixma mp160 , pixma mp170 , pixma mp180 , pixma mp450 , pixma mp460 black ink",,canon cli-8m ink cartridge 0622b002,magenta,10.35
1815,110,83,0,canon photo ink cartridge cl52,canon photo ink cartridge cl52 compatible with pixma ip6210d and ip6220d printers,25.0,canon cli-8m ink cartridge 0622b002,magenta,10.35
1816,962,83,0,canon printer yellow ink cartridge cli221yel,"canon printer yellow ink cartridge cli221yel fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-8m ink cartridge 0622b002,magenta,10.35
1817,90,83,0,canon color ink tank cl41cl,"canon color ink tank cl41cl compatible with the pixma ip1600 , mp170 printers",24.0,canon cli-8m ink cartridge 0622b002,magenta,10.35
1818,96,83,0,canon black ink cartridge black pg40bk,"canon black ink cartridge pg40bk compatible with the pixma ip1600 , mp170 printers",19.0,canon cli-8m ink cartridge 0622b002,magenta,10.35
1819,93,83,0,canon cyan photo ink cartridge cyan cli8pc,canon cyan photo ink cartridge cli8pc compatible with the pixma ip6600d printer,16.0,canon cli-8m ink cartridge 0622b002,magenta,10.35
1820,109,98,0,canon high capacity color ink cartridge color ink cl51,"canon high capacity color ink cartridge cl51 compatible with pixma ip6210d , ip6220d , mp150 , mp170 and mp450 printers",35.0,canon cli-8pm photo magenta ink cartridge 0625b002,photo magenta,13.99
1821,1039,98,0,canon printer color ink cartridge cl211,"canon printer color ink cartridge cl211 fine technology for exceptional sharpness and detail new inks improve coloring , color gamut , and color fastness compatible with pixma mp480",20.99,canon cli-8pm photo magenta ink cartridge 0625b002,photo magenta,13.99
1822,94,98,1,canon magenta photo ink cartridge magenta cli8pm,canon magenta photo ink cartridge cli8pm compatible with the pixma ip6600d printer,16.0,canon cli-8pm photo magenta ink cartridge 0625b002,photo magenta,13.99
1823,95,98,0,canon yellow ink cartridge yellow cli8y,"canon yellow ink cartridge cli8y compatible with the pixma ip4200 , ip5200 , ip5200r , ip6600d , mp500 , mp800 printers",16.0,canon cli-8pm photo magenta ink cartridge 0625b002,photo magenta,13.99
1824,961,98,0,canon printer gray ink cartridge cli221gry,"canon printer gray ink cartridge cli221gry fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-8pm photo magenta ink cartridge 0625b002,photo magenta,13.99
1825,960,98,0,canon printer black ink cartridge cli221blk,"canon printer black ink cartridge cli221blk fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",,canon cli-8pm photo magenta ink cartridge 0625b002,photo magenta,13.99
1826,198,98,0,canon pgi-5bk black ink tank cartridge pgi5bk,canon pgi-5bk black ink tank cartridge pgi5bk smudge resistant resists smearing caused by highlighters smudge resistant pigment ink formulation for long lasting prints,16.0,canon cli-8pm photo magenta ink cartridge 0625b002,photo magenta,13.99
1827,433,98,0,canon red photo ink cartridge cli8r,canon red photo ink cartridge cli8r fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,canon cli-8pm photo magenta ink cartridge 0625b002,photo magenta,13.99
